,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
129,Edinson Cavani\Edinson-Cavani,uy URU,FW,fr Paris S-G,32,1987,3,132,44,13.3,1.5,1,90,1,2,21,3,3.00,3,0,+3,+2.05,+0.37,2.6,1.3,+1.4,+0.93,-0.31,Matches
130,Zeki Çelik\Zeki-Celik,tr TUR,DF,fr Lille,22,1997,6,540,90,100.0,6.0,6,90,6,0,,0,0.17,4,14,-10,-1.67,,7.1,9.4,-2.3,-0.38,,Matches
131,Murilo Cerqueira\Murilo-Cerqueira,br BRA,MFDF,ru Loko Moscow,22,1997,5,370,74,68.5,4.1,4,90,4,1,10,1,0.60,3,8,-5,-1.22,-0.16,2.3,10.2,-7.9,-1.92,-2.41,Matches
132,Franco Cervi\Franco-Cervi,ar ARG,MF,pt Benfica,25,1994,5,393,79,72.8,4.4,5,79,0,0,,0,1.40,6,5,+1,+0.23,+1.45,5.3,5.5,-0.2,-0.04,+0.65,Matches
133,Leonardo César Jardim\Leonardo-Cesar-Jardim,br BRA,GK,fr Lille,24,1995,1,19,19,3.5,0.2,0,,0,1,19,5,0.00,1,0,+1,+4.74,+6.64,0.3,0.5,-0.2,-1.05,-0.69,Matches
134,Rayan Cherki\Rayan-Cherki,fr FRA,MF,fr Lyon,15,2003,2,34,17,3.8,0.4,0,,0,2,17,3,0.00,0,2,-2,-5.29,-5.50,0.2,0.7,-0.5,-1.39,-0.83,Matches
135,Denis Cheryshev\Denis-Cheryshev,ru RUS,MF,es Valencia,28,1990,6,263,44,36.5,2.9,3,68,0,3,20,0,1.17,3,2,+1,+0.34,+0.93,2.4,4.9,-2.5,-0.85,-1.06,Matches
136,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,it Juventus,34,1984,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
137,Chiquinho\Chiquinho,pt POR,MFFW,pt Benfica,24,1995,3,270,90,50.0,3.0,3,90,3,0,,0,1.33,6,5,+1,+0.33,+1.00,4.4,4.3,+0.1,+0.03,+0.49,Matches
138,Andreas Christensen\Andreas-Christensen,dk DEN,DF,eng Chelsea,23,1996,4,360,90,50.0,4.0,4,90,4,0,,3,0.25,3,10,-7,-1.75,-2.50,6.3,9.5,-3.1,-0.78,-2.55,Matches
139,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,es Valencia,30,1989,6,540,90,75.0,6.0,6,90,6,0,,1,1.33,11,11,0,0.00,+1.00,9.6,11.4,-1.7,-0.29,-0.45,Matches
140,Marquinhos Cipriano\Marquinhos-Cipriano,br BRA,FW,ua Shakhtar,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
141,Ebrima Colley\Ebrima-Colley,gm GAM,FW,it Atalanta,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
142,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,23,1996,9,549,61,55.5,6.1,7,71,2,2,26,1,3.00,23,3,+20,+3.28,+0.22,18.1,4.9,+13.1,+2.15,+0.35,Matches
143,Dion Cools\Dion-Cools,be BEL,MF,be Club Brugge,23,1996,1,4,4,0.7,0.0,0,,0,1,4,2,1.00,0,0,0,0.00,+1.34,0.1,0.3,-0.2,-3.42,-3.20,Matches
144,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,es Valencia,28,1991,6,429,72,59.6,4.8,5,82,3,1,17,0,1.33,7,7,0,0.00,+0.62,5.3,8.1,-2.8,-0.59,-1.01,Matches
145,Vedran Ćorluka\Vedran-Corluka,hr CRO,DF,ru Loko Moscow,33,1986,6,518,86,95.9,5.8,6,86,5,0,,0,0.50,4,11,-7,-1.22,-1.22,5.6,12.2,-6.6,-1.15,+0.37,Matches
146,Maxwel Cornet\Maxwel-Cornet,ci CIV,DFMF,fr Lyon,22,1996,8,548,69,60.9,6.1,6,82,3,2,30,1,1.25,6,9,-3,-0.49,-1.26,5.9,9.6,-3.7,-0.61,-0.04,Matches
147,Carlos Coronel\Carlos-Coronel,br BRA,GK,at RB Salzburg,22,1996,3,238,79,44.1,2.6,2,90,2,1,58,1,1.33,7,4,+3,+1.13,+1.13,5.3,4.7,+0.6,+0.25,+0.16,Matches
148,Ángel Correa\Angel-Correa,ar ARG,MFFW,es Atlético Madrid,24,1995,8,444,56,52.9,4.9,5,76,0,3,22,0,2.00,7,5,+2,+0.41,-0.05,6.3,5.1,+1.2,+0.24,-0.81,Matches
149,Thierry Correia\Thierry-Correia,pt POR,DF,es Valencia,20,1999,1,21,21,2.9,0.2,0,,0,1,21,4,0.00,0,0,0,0.00,+0.26,0.1,0.2,-0.1,-0.32,-0.15,Matches
150,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,30,1988,7,456,65,54.3,5.1,6,74,2,1,14,0,1.86,6,6,0,0.00,-0.94,6.3,4.0,+2.3,+0.46,-0.36,Matches
151,Douglas Costa\Douglas-Costa,br BRA,MF,it Juventus,28,1990,1,21,21,2.9,0.2,0,,0,1,21,0,3.00,1,0,+1,+4.29,+3.38,0.7,0.4,+0.2,+1.01,+0.66,Matches
152,Jaume Costa\Jaume-Costa,es ESP,DF,es Valencia,31,1988,3,246,82,34.2,2.7,3,82,2,0,,4,0.67,2,6,-4,-1.46,-1.84,4.1,5.3,-1.2,-0.43,-0.38,Matches
153,Gaëtan Coucke\Gaetan-Coucke,be BEL,GK,be Genk,20,1998,5,450,90,83.3,5.0,5,90,5,0,,1,0.20,5,16,-11,-2.20,+1.80,4.7,11.9,-7.2,-1.44,+0.12,Matches
154,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,cz Slavia Prague,26,1992,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,4,10,-6,-1.00,,7.7,11.4,-3.7,-0.62,,Matches
155,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,27,1992,7,585,84,81.3,6.5,7,84,6,0,,1,1.14,11,11,0,0.00,-2.67,13.2,10.1,+3.0,+0.47,+0.06,Matches
156,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,de Bayern Munich,27,1992,11,519,47,52.4,5.8,5,82,3,6,18,0,3.00,25,5,+20,+3.47,+0.60,16.4,5.5,+10.9,+1.89,-0.22,Matches
157,Cristian\Cristian,es ESP,GK,es Valencia,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
158,Juan Cuadrado\Juan-Cuadrado,co COL,DFFW,it Juventus,31,1988,6,497,83,69.0,5.5,6,83,3,0,,1,2.17,10,5,+5,+0.91,-0.31,8.3,5.5,+2.9,+0.52,+0.51,Matches
159,Carlos Cuesta\Carlos-Cuesta,co COL,DFMF,be Genk,20,1999,4,360,90,66.7,4.0,4,90,4,0,,1,0.25,3,10,-7,-1.75,+2.25,3.9,8.3,-4.4,-1.09,+1.10,Matches
160,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,de Bayern Munich,19,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
161,Jamie Cumming\Jamie-Cumming,eng ENG,GK,eng Chelsea,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
162,Matheus Cunha\Matheus-Cunha,br BRA,FW,de RB Leipzig,20,1999,2,81,41,9.0,0.9,0,,0,2,41,4,2.00,2,1,+1,+1.11,+0.78,2.5,1.1,+1.4,+1.60,+1.22,Matches
163,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,it Atalanta,20,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
164,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,30,1988,3,184,61,34.1,2.0,2,82,1,1,20,1,0.33,2,3,-1,-0.49,-0.99,2.0,2.3,-0.3,-0.14,-0.27,Matches
165,Jacopo Da Riva\Jacopo-Da-Riva,it ITA,FW,it Atalanta,18,2000,1,9,9,1.1,0.1,0,,0,1,9,0,0.00,0,2,-2,-20.00,-20.11,0.0,1.4,-1.4,-13.71,-13.88,Matches
166,Colin Dagba\Colin-Dagba,fr FRA,DF,fr Paris S-G,20,1998,1,90,90,9.1,1.0,1,90,1,0,,5,3.00,1,0,+1,+1.00,-0.80,1.4,1.7,-0.3,-0.35,-1.70,Matches
167,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MFFW,de Dortmund,23,1996,2,30,15,4.2,0.3,0,,0,2,15,6,1.50,0,1,-1,-3.00,-3.00,0.1,1.3,-1.1,-3.34,-3.51,Matches
168,Patson Daka\Patson-Daka,zm ZAM,FW,at RB Salzburg,20,1998,6,241,40,44.6,2.7,3,61,0,3,19,0,1.17,5,5,0,0.00,-0.90,4.4,4.5,-0.1,-0.05,-0.37,Matches
169,Danilo\Danilo,br BRA,DF,it Juventus,28,1991,6,471,79,65.4,5.2,5,90,5,1,21,1,2.17,7,4,+3,+0.57,-1.23,5.6,6.7,-1.1,-0.20,-1.64,Matches
170,Alphonso Davies\Alphonso-Davies,ca CAN,DF,de Bayern Munich,18,2000,8,713,89,72.0,7.9,8,89,7,0,,3,3.00,28,4,+24,+3.03,-0.54,24.6,7.4,+17.2,+2.17,+0.64,Matches
171,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,26,1993,3,270,90,37.5,3.0,3,90,3,0,,2,1.33,7,3,+4,+1.33,+2.13,5.1,4.4,+0.8,+0.25,+0.12,Matches
172,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,28,1991,7,571,82,70.5,6.3,7,82,4,0,,1,2.00,14,8,+6,+0.95,-1.31,15.4,5.9,+9.5,+1.49,-0.84,Matches
173,Charles De Ketelaere\Charles-De-Ketelaere,be BEL,MFFW,be Club Brugge,18,2001,4,127,32,23.5,1.4,1,56,0,3,24,0,0.25,1,2,-1,-0.71,+0.82,1.3,1.3,0.0,+0.02,+0.34,Matches
174,Konrad De La Fuente\Konrad-De-La-Fuente,us USA,FW,es Barcelona,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
175,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,26,1992,2,180,90,25.0,2.0,2,90,2,0,,2,3.00,3,0,+3,+1.50,+0.67,1.4,1.6,-0.2,-0.10,-0.62,Matches
176,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,25,1994,6,540,90,100.0,6.0,6,90,6,0,,0,0.82,3,20,-17,-2.83,,4.0,17.4,-13.3,-2.22,,Matches
177,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,27,1991,3,244,81,33.9,2.7,3,81,2,0,,1,1.33,2,1,+1,+0.37,+0.75,4.2,2.3,+1.9,+0.71,+1.05,Matches
178,Simon Deli\Simon-Deli,ci CIV,DF,be Club Brugge,27,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.30,4,12,-8,-1.33,,7.5,9.0,-1.4,-0.24,,Matches
179,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,23,1996,10,625,63,69.4,6.9,6,90,6,4,21,0,1.40,10,9,+1,+0.14,+0.47,7.6,9.9,-2.3,-0.33,+0.86,Matches
180,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,22,1997,4,136,34,16.8,1.5,2,45,0,2,24,1,2.50,1,0,+1,+0.66,+0.66,3.5,1.5,+2.0,+1.30,+1.73,Matches
181,Merih Demiral\Merih-Demiral,tr TUR,DF,it Juventus,21,1998,1,90,90,12.5,1.0,1,90,1,0,,6,3.00,2,0,+2,+2.00,+1.14,1.1,0.8,+0.4,+0.37,+0.01,Matches
182,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Leverkusen,26,1993,5,372,74,68.9,4.1,5,74,1,0,,0,1.20,4,3,+1,+0.24,+2.92,2.6,3.7,-1.1,-0.27,+0.27,Matches
183,Diego Demme\Diego-Demme,de GER,MF,it Napoli,27,1991,2,124,62,17.2,1.4,2,62,0,0,,0,0.50,2,4,-2,-1.45,-2.51,1.8,2.2,-0.4,-0.32,-0.90,Matches
184,Diego Demme\Diego-Demme,de GER,MF,de RB Leipzig,27,1991,5,365,73,40.6,4.1,4,90,4,1,5,1,2.20,8,5,+3,+0.74,+0.57,8.6,4.3,+4.3,+1.05,+0.94,Matches
185,Jason Denayer\Jason-Denayer,be BEL,DFMF,fr Lyon,24,1995,9,780,87,86.7,8.7,9,87,8,0,,0,1.22,12,14,-2,-0.23,-1.73,8.8,14.2,-5.4,-0.62,-0.19,Matches
186,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FWMF,be Club Brugge,21,1997,6,454,76,84.1,5.0,6,76,2,0,,0,1.30,3,9,-6,-1.19,+0.90,6.7,7.3,-0.6,-0.13,+0.73,Matches
187,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,30,1989,2,19,10,3.5,0.2,0,,0,2,10,3,0.50,2,1,+1,+4.74,+5.77,1.0,0.6,+0.4,+1.85,+2.92,Matches
188,Memphis Depay\Memphis-Depay,nl NED,FWMF,fr Lyon,25,1994,8,590,74,65.6,6.6,8,74,3,0,,0,1.38,10,10,0,0.00,0.00,6.7,12.0,-5.2,-0.80,-0.60,Matches
189,Sergiño Dest\Sergino-Dest,us USA,DF,nl Ajax,18,2000,5,405,81,75.0,4.5,4,90,4,1,45,1,2.00,8,1,+7,+1.56,+2.22,5.5,6.8,-1.3,-0.29,+1.83,Matches
190,Sébastien Dewaest\Sebastien-Dewaest,be BEL,DF,be Genk,28,1991,4,360,90,66.7,4.0,4,90,4,0,,2,0.00,4,16,-12,-3.00,-1.50,4.7,11.2,-6.5,-1.63,-0.51,Matches
191,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DFMF,it Napoli,25,1993,8,720,90,100.0,8.0,8,90,8,0,,0,1.63,13,8,+5,+0.62,,13.0,9.6,+3.4,+0.43,,Matches
192,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,31,1988,9,744,83,75.2,8.3,9,83,3,0,,0,2.11,16,3,+13,+1.57,-0.62,15.1,8.5,+6.6,+0.79,-1.64,Matches
193,Moussa Diaby\Moussa-Diaby,fr FRA,MFFW,de Leverkusen,20,1999,2,180,90,33.3,2.0,2,90,2,0,,4,1.50,2,2,0,0.00,+1.00,1.4,2.4,-1.0,-0.49,-0.21,Matches
194,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,be Club Brugge,27,1991,2,42,21,7.8,0.5,0,,0,2,21,1,0.50,0,0,0,0.00,+1.45,0.9,0.1,+0.7,+1.52,+1.91,Matches
195,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,22,1996,5,309,62,42.9,3.4,4,77,2,1,1,1,1.40,4,6,-2,-0.58,-0.58,3.5,5.7,-2.2,-0.63,-0.79,Matches
196,Abdou Diallo\Abdou-Diallo,sn SEN,DF,fr Paris S-G,23,1996,3,111,37,11.2,1.2,1,90,1,2,11,7,3.00,8,0,+8,+6.49,+5.36,5.6,0.4,+5.2,+4.23,+3.41,Matches
197,Amad Diallo\Amad-Diallo,ci CIV,FW,it Atalanta,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
198,Rúben Dias\Ruben-Dias,pt POR,DF,pt Benfica,22,1997,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,10,11,-1,-0.17,,7.5,8.8,-1.3,-0.21,,Matches
199,Krepin Diatta\Krepin-Diatta,sn SEN,DFMF,be Club Brugge,20,1999,5,435,87,80.6,4.8,5,87,3,0,,0,1.25,2,9,-7,-1.45,-0.59,6.4,7.7,-1.3,-0.27,-0.17,Matches
200,Brahim Díaz\Brahim-Diaz,es ESP,FW,es Real Madrid,19,1999,1,18,18,2.5,0.2,0,,0,1,18,1,3.00,1,0,+1,+5.00,+4.62,0.1,0.2,-0.1,-0.41,-0.89,Matches
201,Eric Dier\Eric-Dier,eng ENG,DFMF,eng Tottenham,25,1994,5,311,62,43.2,3.5,4,72,2,1,23,3,1.80,6,8,-2,-0.58,-1.02,3.9,5.7,-1.8,-0.53,-1.25,Matches
202,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,28,1991,8,750,94,100.0,8.3,8,94,8,0,,0,1.63,15,12,+3,+0.36,,14.5,7.9,+6.5,+0.79,,Matches
203,Emir Dilaver\Emir-Dilaver,at AUT,DF,hr Dinamo Zagreb,28,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,10,13,-3,-0.50,,6.0,13.9,-7.9,-1.32,,Matches
204,Federico Dimarco\Federico-Dimarco,it ITA,DFMF,it Inter,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
205,Sinaly Diomande\Sinaly-Diomande,ci CIV,DF,fr Lyon,18,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
206,Tiago Djaló\Tiago-Djalo,pt POR,DF,fr Lille,19,2000,3,266,89,49.3,3.0,3,89,2,0,,1,0.33,1,5,-4,-1.35,+0.62,3.5,4.5,-1.0,-0.35,+0.05,Matches
207,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,it Atalanta,26,1993,6,509,85,62.8,5.7,6,85,5,0,,2,1.17,10,13,-3,-0.53,-1.13,9.9,10.8,-0.9,-0.17,-0.49,Matches
208,Dodô\Dodo,br BRA,DF,ua Shakhtar,20,1998,5,282,56,52.2,3.1,3,85,2,2,13,0,1.20,6,5,+1,+0.32,+2.41,4.2,5.4,-1.2,-0.37,+1.24,Matches
209,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,28,1990,2,180,90,25.0,2.0,2,90,2,0,,6,1.50,2,4,-2,-1.00,-1.00,2.7,2.4,+0.3,+0.16,+0.45,Matches
210,Ryan Donk\Ryan-Donk,sr SUR,DF,tr Galatasaray,33,1986,6,361,60,66.9,4.0,4,79,3,2,23,0,0.33,1,10,-9,-2.24,-0.23,2.0,11.2,-9.2,-2.29,-0.42,Matches
211,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,fr Lille,21,1997,6,540,90,100.0,6.0,6,90,6,0,,0,0.17,4,14,-10,-1.67,,7.1,9.4,-2.3,-0.38,,Matches
212,Thomas Doyle\Thomas-Doyle,eng ENG,MF,eng Manchester City,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
213,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,de Leverkusen,28,1991,3,94,31,17.4,1.0,1,90,1,2,2,3,1.00,0,3,-3,-2.87,-2.67,0.8,1.8,-1.0,-0.95,-0.72,Matches
214,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,25,1993,5,70,14,7.1,0.8,0,,0,5,14,3,2.00,4,1,+3,+3.86,+2.29,3.3,0.9,+2.4,+3.02,+1.96,Matches
215,Sebastián Driussi\Sebastian-Driussi,ar ARG,MF,ru Zenit,23,1996,5,362,72,67.0,4.0,4,85,2,1,21,0,1.40,6,4,+2,+0.50,+2.52,5.0,3.7,+1.3,+0.31,+2.02,Matches
216,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,24,1994,9,755,84,83.9,8.4,9,84,5,0,,0,1.44,10,11,-1,-0.12,-0.74,8.7,11.0,-2.3,-0.27,+1.99,Matches
217,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,25,1993,8,311,39,43.2,3.5,3,82,1,5,13,0,2.38,7,3,+4,+1.16,+0.28,5.5,2.7,+2.8,+0.81,+0.78,Matches
218,Artem Dzyuba\Artem-Dzyuba,ru RUS,FW,ru Zenit,30,1988,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,7,9,-2,-0.33,,6.0,8.1,-2.1,-0.35,,Matches
219,Éder\Eder,pt POR,FW,ru Loko Moscow,31,1987,5,341,68,63.1,3.8,4,83,2,1,11,1,0.00,2,8,-6,-1.58,-1.13,3.9,8.2,-4.3,-1.14,+0.09,Matches
220,Ederson\Ederson,br BRA,GK,eng Manchester City,25,1993,8,675,84,83.3,7.5,8,84,7,0,,0,2.13,17,7,+10,+1.33,0.00,20.0,5.9,+14.1,+1.88,+0.82,Matches
221,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,19,2000,1,3,3,0.6,0.0,0,,0,1,3,0,3.00,0,0,0,0.00,-1.01,0.0,0.2,-0.2,-6.41,-5.70,Matches
222,Omar Elabdellaoui\Omar-Elabdellaoui,no NOR,DF,gr Olympiacos,27,1991,6,462,77,85.6,5.1,5,90,5,1,12,0,1.67,7,13,-6,-1.17,-1.17,7.5,10.2,-2.7,-0.53,-0.06,Matches
223,Elif Elmas\Elif-Elmas,mk MKD,MF,it Napoli,19,1999,5,106,21,14.7,1.2,1,57,0,4,12,3,1.60,2,0,+2,+1.70,+1.26,3.2,0.8,+2.4,+2.01,+1.85,Matches
224,Christian Eriksen\Christian-Eriksen,dk DEN,MF,eng Tottenham,27,1992,5,298,60,41.4,3.3,2,90,2,3,39,1,1.40,8,8,0,0.00,0.00,5.1,5.8,-0.7,-0.21,-0.66,Matches
225,Aleksandr Erokhin\Aleksandr-Erokhin,ru RUS,MF,ru Zenit,29,1989,4,166,42,30.7,1.8,2,74,0,2,9,2,1.50,1,5,-4,-2.17,-2.65,0.9,3.7,-2.8,-1.53,-1.71,Matches
226,Sebastiano Esposito\Sebastiano-Esposito,it ITA,FWMF,it Inter,17,2002,3,54,18,10.0,0.6,0,,0,3,18,2,2.00,3,1,+2,+3.33,+3.52,2.5,0.9,+1.6,+2.67,+2.93,Matches
227,Vicente Esquerdo\Vicente-Esquerdo,es ESP,MF,es Valencia,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
228,Fabinho\Fabinho,br BRA,MF,eng Liverpool,25,1993,7,483,69,64.4,5.4,6,78,5,1,15,0,1.43,10,9,+1,+0.19,-0.49,7.6,6.2,+1.4,+0.25,-1.50,Matches
229,Malachi Fagan-Walcott\Malachi-Fagan-Walcott,eng ENG,DF,eng Tottenham,17,2002,1,1,1,0.1,0.0,0,,0,1,1,0,0.00,0,0,0,0.00,0.00,0.0,0.0,0.0,+1.22,+1.04,Matches
230,Radamel Falcao\Radamel-Falcao,co COL,FW,tr Galatasaray,33,1986,3,209,70,38.7,2.3,2,90,2,1,29,0,0.33,0,3,-3,-1.29,+1.43,1.1,5.7,-4.6,-1.99,+0.26,Matches
231,Patrick Farkas\Patrick-Farkas,at AUT,DF,at RB Salzburg,26,1992,1,7,7,1.3,0.1,0,,0,1,7,1,3.00,0,0,0,0.00,-0.51,0.3,0.0,+0.3,+3.75,+3.64,Matches
232,Ansu Fati\Ansu-Fati,es ESP,FW,es Barcelona,16,2002,5,115,23,14.2,1.3,1,58,0,4,14,3,1.20,1,3,-2,-1.57,-1.95,1.3,2.7,-1.5,-1.14,-1.16,Matches
233,Sofiane Feghouli\Sofiane-Feghouli,dz ALG,FW,tr Galatasaray,29,1989,5,344,69,63.7,3.8,3,90,3,2,37,0,0.40,1,7,-6,-1.57,+1.64,1.8,8.6,-6.8,-1.79,+0.99,Matches
234,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,30,1988,2,149,75,27.6,1.7,2,75,1,0,,0,0.00,1,3,-2,-1.21,-1.44,2.0,2.5,-0.5,-0.31,-0.13,Matches
235,Felipe\Felipe,br BRA,DF,es Atlético Madrid,30,1989,8,661,83,78.7,7.3,7,94,7,1,1,1,1.88,10,5,+5,+0.68,+1.18,10.1,5.9,+4.2,+0.58,-0.22,Matches
236,João Félix\Joao-Felix,pt POR,FWMF,es Atlético Madrid,19,1999,6,425,71,50.6,4.7,4,89,1,2,35,0,1.67,8,5,+3,+0.64,+0.42,9.3,4.6,+4.7,+1.00,+0.75,Matches
237,Gedson Fernandes\Gedson-Fernandes,pt POR,MFFW,pt Benfica,20,1999,2,135,68,25.0,1.5,2,68,1,0,,1,1.50,2,3,-1,-0.67,-0.67,1.2,1.6,-0.4,-0.28,-0.08,Matches
238,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,eng Tottenham,20,1999,2,74,37,10.3,0.8,1,63,0,1,11,0,0.00,0,2,-2,-2.43,-2.71,0.4,2.3,-1.9,-2.32,-2.78,Matches
239,Fernandinho\Fernandinho,br BRA,DF,eng Manchester City,34,1985,8,653,82,80.6,7.3,7,85,6,1,58,0,2.13,16,6,+10,+1.38,+0.23,17.8,5.4,+12.4,+1.71,-0.17,Matches
240,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,eng Liverpool,27,1991,8,627,78,83.6,7.0,7,89,4,1,2,0,1.63,12,9,+3,+0.43,+0.43,10.8,6.9,+3.9,+0.56,-1.39,Matches
241,Junior Firpo\Junior-Firpo,es ESP,DF,es Barcelona,22,1996,4,271,68,33.5,3.0,3,90,3,1,1,2,2.50,6,3,+3,+1.00,+1.33,4.7,2.7,+2.0,+0.66,+1.20,Matches
242,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,es Valencia,28,1991,1,12,12,1.7,0.1,0,,0,1,12,0,0.00,0,1,-1,-7.50,-7.37,0.7,0.4,+0.4,+2.78,+3.00,Matches
243,Phil Foden\Phil-Foden,eng ENG,MFFW,eng Manchester City,19,2000,5,253,51,31.2,2.8,3,79,1,2,8,2,2.60,11,3,+8,+2.85,+2.20,8.1,2.0,+6.1,+2.18,+0.63,Matches
244,José Fonte\Jose-Fonte,pt POR,DF,fr Lille,35,1983,4,360,90,66.7,4.0,4,90,4,0,,1,0.25,3,10,-7,-1.75,-0.25,5.0,5.2,-0.2,-0.06,+0.97,Matches
245,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,de RB Leipzig,27,1991,9,522,58,58.0,5.8,5,86,3,4,23,1,1.89,10,8,+2,+0.34,-0.13,11.3,6.6,+4.6,+0.80,+0.74,Matches
246,Juan Foyth\Juan-Foyth,ar ARG,DF,eng Tottenham,21,1998,3,198,66,27.5,2.2,2,90,2,1,18,0,2.00,5,3,+2,+0.91,+1.25,4.0,3.9,+0.1,+0.05,-0.17,Matches
247,Lassina Franck Traoré\Lassina-Franck-Traore,bf BFA,FW,nl Ajax,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
248,Remo Freuler\Remo-Freuler,ch SUI,MF,it Atalanta,27,1992,8,668,84,82.5,7.4,8,84,6,0,,1,1.63,16,15,+1,+0.13,+1.40,12.8,14.5,-1.7,-0.22,-1.36,Matches
249,Michal Frydrych\Michal-Frydrych,cz CZE,DF,cz Slavia Prague,29,1990,2,173,87,32.0,1.9,2,87,1,0,,4,1.33,1,2,-1,-0.52,+0.71,2.1,4.3,-2.2,-1.14,-0.76,Matches
250,Gabriel\Gabriel,br BRA,MF,pt Benfica,25,1993,5,440,88,81.5,4.9,5,88,4,0,,0,1.40,9,9,0,0.00,+0.90,5.6,7.6,-2.0,-0.42,-1.10,Matches
251,Gianluca Gaetano\Gianluca-Gaetano,it ITA,MF,it Napoli,19,2000,1,19,19,2.6,0.2,0,,0,1,19,2,3.00,1,0,+1,+4.74,+4.22,0.8,0.9,-0.1,-0.51,-0.97,Matches
252,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,it Inter,25,1994,4,220,55,40.7,2.4,2,90,2,2,20,0,1.75,5,2,+3,+1.23,+1.79,4.2,2.3,+2.0,+0.80,+1.30,Matches
253,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,es Valencia,32,1987,7,319,46,44.3,3.5,4,69,1,3,14,0,1.57,6,4,+2,+0.56,+1.46,4.5,5.2,-0.6,-0.18,0.00,Matches
254,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,fr Paris S-G,29,1989,7,566,81,57.2,6.3,7,81,5,0,,2,2.29,8,4,+4,+0.64,-2.55,9.1,6.6,+2.6,+0.41,-1.86,Matches
